GRMZM5G811749	Zm00001ca000001
GRMZM2G439136	Zm00001ca004110
GRMZM2G143010	Zm00001ca004111
GRMZM2G025480	Zm00001ca004112
AC209705.3_FG004	Zm00001ca004113
GRMZM2G704224	Zm00001ca004114
AC205033.4_FG004	Zm00001ca004115
AC198019.2_FG004	Zm00001ca004116
GRMZM2G455114	Zm00001ca004117
GRMZM2G149060	Zm00001ca004118
GRMZM2G356423	Zm00001ca004119
GRMZM2G516387	Zm00001ca004120
AC184133.3_FG001	Zm00001ca004121
GRMZM2G097934	Zm00001ca004122
GRMZM5G865949	Zm00001ca004123
GRMZM5G820788	Zm00001ca004124
GRMZM5G806805	Zm00001ca004125
GRMZM5G851925	Zm00001ca004126
GRMZM5G869269	Zm00001ca004127
GRMZM5G804814	Zm00001ca004128
GRMZM5G816243	Zm00001ca004129
GRMZM5G893974	Zm00001ca004130
GRMZM5G820250	Zm00001ca004131
GRMZM5G899414	Zm00001ca004132
GRMZM5G863208	Zm00001ca004133
GRMZM5G889138	Zm00001ca004134
GRMZM5G818629	Zm00001ca004135
GRMZM5G877707	Zm00001ca004136
GRMZM5G897562	Zm00001ca004137
GRMZM5G821779	Zm00001ca004138
GRMZM5G846362	Zm00001ca004139
GRMZM5G885990	Zm00001ca004140
GRMZM5G896048	Zm00001ca004141
GRMZM2G407861	Zm00001ca004142
GRMZM5G869778	Zm00001ca004143
GRMZM2G407837	Zm00001ca004144
GRMZM5G833635	Zm00001ca004145
GRMZM2G109789	Zm00001ca004146
GRMZM2G109848	Zm00001ca004147
GRMZM2G109740	Zm00001ca004148
GRMZM5G834495	Zm00001ca004149
GRMZM5G844065	Zm00001ca004150
GRMZM5G895226	Zm00001ca004151
GRMZM2G109546	Zm00001ca004152
GRMZM2G109550	Zm00001ca004153
GRMZM5G822582	Zm00001ca004154
GRMZM2G109418	Zm00001ca004155
GRMZM5G800520	Zm00001ca004156
GRMZM5G825648	Zm00001ca004157
GRMZM2G109332	Zm00001ca004158
GRMZM2G109388	Zm00001ca004159
GRMZM5G872839	Zm00001ca004160
GRMZM5G880319	Zm00001ca004161
GRMZM2G156536	Zm00001ca004162
GRMZM5G829597	Zm00001ca004163
GRMZM2G142261	Zm00001ca004164
GRMZM2G443343	Zm00001ca004165
GRMZM2G142109	Zm00001ca004166
GRMZM2G470035	Zm00001ca004167
GRMZM5G854008	Zm00001ca004168
GRMZM2G423884	Zm00001ca004169
GRMZM2G350918	Zm00001ca004170
GRMZM2G145989	Zm00001ca004171
GRMZM5G868972	Zm00001ca004172
GRMZM2G036826	Zm00001ca004173
GRMZM2G036759	Zm00001ca004174
GRMZM2G136300	Zm00001ca004175
GRMZM2G015502	Zm00001ca004176
GRMZM2G366146	Zm00001ca004177
GRMZM2G084947	Zm00001ca004178
GRMZM2G026184	Zm00001ca004179
GRMZM2G497928	Zm00001ca004180
GRMZM2G085568	Zm00001ca004181
GRMZM2G181470	Zm00001ca004182
GRMZM2G026744	Zm00001ca004183
GRMZM2G316007	Zm00001ca004184
GRMZM2G073047	Zm00001ca004185
GRMZM2G704231	Zm00001ca004186
GRMZM2G085538	Zm00001ca004187
GRMZM2G125441	Zm00001ca004188
GRMZM2G118047	Zm00001ca004189
GRMZM2G400167	Zm00001ca004190
GRMZM2G400175	Zm00001ca004191
AC234180.1_FG004	Zm00001ca004192
GRMZM5G826602	Zm00001ca004193
AC234180.1_FG002	Zm00001ca004194
GRMZM5G812774	Zm00001ca004195
GRMZM5G874366	Zm00001ca004196
GRMZM5G821709	Zm00001ca004197
GRMZM2G018619	Zm00001ca004198
GRMZM5G838496	Zm00001ca004199
GRMZM5G843446	Zm00001ca004200
GRMZM5G860176	Zm00001ca004201
AC231752.1_FG002	Zm00001ca004202
AC231752.1_FG003	Zm00001ca004203
GRMZM2G001816	Zm00001ca004204
GRMZM2G080839	Zm00001ca004205
GRMZM2G080907	Zm00001ca004206
AC216256.3_FG004	Zm00001ca004207
GRMZM2G031941	Zm00001ca004208
GRMZM2G110582	Zm00001ca004209
GRMZM2G141376	Zm00001ca004210
GRMZM2G098988	Zm00001ca004211
GRMZM2G024155	Zm00001ca004212
GRMZM2G138248	Zm00001ca004213
GRMZM2G108200	Zm00001ca004214
GRMZM2G094497	Zm00001ca004215
GRMZM2G062455	Zm00001ca004216
GRMZM2G161472	Zm00001ca004217
GRMZM5G892774	Zm00001ca004218
GRMZM2G059308	Zm00001ca004219
GRMZM2G340177	Zm00001ca004220
GRMZM2G370087	Zm00001ca004221
GRMZM2G008425	Zm00001ca004222
GRMZM5G820215	Zm00001ca004223
GRMZM2G143688	Zm00001ca004224
GRMZM2G059574	Zm00001ca004225
GRMZM2G059580	Zm00001ca004226
GRMZM2G361402	Zm00001ca004227
GRMZM2G039586	Zm00001ca004228
AC195148.3_FG001	Zm00001ca004229
GRMZM2G303707	Zm00001ca004230
GRMZM2G027385	Zm00001ca004231
GRMZM2G112951	Zm00001ca004232
GRMZM2G077114	Zm00001ca004233
AC183944.4_FG003	Zm00001ca004234
GRMZM2G006112	Zm00001ca004235
GRMZM2G005886	Zm00001ca004236
GRMZM2G305822	Zm00001ca004237
GRMZM2G156818	Zm00001ca004238
GRMZM2G444378	Zm00001ca004239
GRMZM2G119546	Zm00001ca004240
GRMZM2G418956	Zm00001ca004241
GRMZM5G835672	Zm00001ca004242
GRMZM2G704239	Zm00001ca004243
GRMZM2G003389	Zm00001ca004244
AC188582.3_FG002	Zm00001ca004245
GRMZM2G088096	Zm00001ca004246
GRMZM2G017982	Zm00001ca004247
GRMZM2G180122	Zm00001ca004248
GRMZM2G009335	Zm00001ca004249
GRMZM5G821252	Zm00001ca004250
GRMZM2G067379	Zm00001ca004251
GRMZM2G076613	Zm00001ca004252
GRMZM2G092256	Zm00001ca004253
GRMZM2G081474	Zm00001ca004254
GRMZM2G129635	Zm00001ca004255
GRMZM5G860318	Zm00001ca004256
GRMZM2G140179	Zm00001ca004257
GRMZM2G150323	Zm00001ca004258
GRMZM2G174738	Zm00001ca004259
GRMZM2G060513	Zm00001ca004260
GRMZM2G140355	Zm00001ca004261
GRMZM2G463953	Zm00001ca004262
GRMZM2G163641	Zm00001ca004263
AC200739.5_FG001	Zm00001ca004264
GRMZM2G079484	Zm00001ca004265
GRMZM5G890438	Zm00001ca004266
AC213804.4_FG004	Zm00001ca004267
GRMZM2G704248	Zm00001ca004268
GRMZM2G160149	Zm00001ca004269
GRMZM2G118303	Zm00001ca004270
GRMZM2G047684	Zm00001ca004271
GRMZM5G852663	Zm00001ca004272
GRMZM2G109229	Zm00001ca004273
GRMZM2G056109	Zm00001ca004274
GRMZM2G128754	Zm00001ca004275
AC211479.3_FG007	Zm00001ca004276
GRMZM2G428740	Zm00001ca004277
AC218943.3_FG002	Zm00001ca004278
GRMZM2G704251	Zm00001ca004279
GRMZM5G899855	Zm00001ca004280
GRMZM2G114672	Zm00001ca004281
GRMZM2G414331	Zm00001ca004282
GRMZM2G114788	Zm00001ca004283
GRMZM5G834477	Zm00001ca004284
AC189879.3_FG003	Zm00001ca004285
GRMZM2G407790	Zm00001ca004286
GRMZM2G004177	Zm00001ca004287
GRMZM2G004128	Zm00001ca004288
GRMZM2G148940	Zm00001ca004289
GRMZM2G148872	Zm00001ca004290
GRMZM2G022558	Zm00001ca004291
GRMZM2G022275	Zm00001ca004292
GRMZM2G444039	Zm00001ca004293
GRMZM2G153541	Zm00001ca004294
GRMZM2G158734	Zm00001ca004295
GRMZM2G106039	Zm00001ca004296
GRMZM2G406378	Zm00001ca004297
GRMZM5G826972	Zm00001ca004298
GRMZM5G892029	Zm00001ca004299
GRMZM2G358236	Zm00001ca004300
GRMZM2G406603	Zm00001ca004301
GRMZM2G546175	Zm00001ca004302
GRMZM2G159641	Zm00001ca004303
GRMZM2G047564	Zm00001ca004304
GRMZM2G344993	Zm00001ca004305
GRMZM2G475884	Zm00001ca004306
GRMZM2G176029	Zm00001ca004307
GRMZM2G443953	Zm00001ca004308
GRMZM2G348582	Zm00001ca004309
GRMZM2G383607	Zm00001ca004310
GRMZM2G051135	Zm00001ca004311
GRMZM2G451112	Zm00001ca004312
GRMZM2G155868	Zm00001ca004313
GRMZM2G422948	Zm00001ca004314
GRMZM2G026143	Zm00001ca004315
GRMZM2G337594	Zm00001ca004316
GRMZM2G337631	Zm00001ca004317
GRMZM2G337633	Zm00001ca004318
AC234524.1_FG005	Zm00001ca004319
GRMZM2G005798	Zm00001ca004320
GRMZM2G395695	Zm00001ca004321
GRMZM2G095441	Zm00001ca004322
GRMZM2G095206	Zm00001ca004323
GRMZM2G148702	Zm00001ca004324
GRMZM2G009995	Zm00001ca004325
GRMZM2G310362	Zm00001ca004326
GRMZM2G019586	Zm00001ca004327
GRMZM2G019872	Zm00001ca004328
GRMZM2G099642	Zm00001ca004329
GRMZM2G101004	Zm00001ca004330
GRMZM2G157936	Zm00001ca004331
GRMZM2G069169	Zm00001ca004332
GRMZM2G058336	Zm00001ca004333
GRMZM2G035579	Zm00001ca004334
GRMZM5G827342	Zm00001ca004335
GRMZM5G853065	Zm00001ca004336
GRMZM2G083655	Zm00001ca004337
GRMZM2G570791	Zm00001ca004338
GRMZM2G102858	Zm00001ca004339
GRMZM2G442551	Zm00001ca004340
GRMZM2G041831	Zm00001ca004341
GRMZM2G342738	Zm00001ca004342
GRMZM2G097995	Zm00001ca004343
GRMZM2G541103	Zm00001ca004344
GRMZM2G416644	Zm00001ca004345
GRMZM5G862017	Zm00001ca004346
GRMZM2G416652	Zm00001ca004347
GRMZM2G167088	Zm00001ca004348
GRMZM2G004090	Zm00001ca004349
GRMZM5G807957	Zm00001ca004350
GRMZM2G171616	Zm00001ca004351
GRMZM2G171507	Zm00001ca004352
GRMZM2G154830	Zm00001ca004353
GRMZM2G102720	Zm00001ca004354
AC211413.4_FG001	Zm00001ca004355
GRMZM2G056093	Zm00001ca004356
GRMZM2G056166	Zm00001ca004357
GRMZM2G356321	Zm00001ca004358
GRMZM5G839512	Zm00001ca004359
GRMZM2G042870	Zm00001ca004360
GRMZM2G015040	Zm00001ca004361
GRMZM2G076526	Zm00001ca004362
GRMZM2G378607	Zm00001ca004363
GRMZM2G074037	Zm00001ca004364
GRMZM2G372877	Zm00001ca004365
AC197837.3_FG003	Zm00001ca004366
GRMZM2G074233	Zm00001ca004367
AC203928.4_FG001	Zm00001ca004368
GRMZM2G117360	Zm00001ca004369
AC209877.3_FG002	Zm00001ca004370
GRMZM2G344499	Zm00001ca004371
GRMZM2G093987	Zm00001ca004372
GRMZM2G316232	Zm00001ca004373
GRMZM2G044805	Zm00001ca004374
GRMZM5G817035	Zm00001ca004375
GRMZM2G345493	Zm00001ca004376
GRMZM2G345544	Zm00001ca004377
GRMZM2G136559	Zm00001ca004378
GRMZM2G173358	Zm00001ca004379
GRMZM2G131309	Zm00001ca004380
GRMZM2G431524	Zm00001ca004381
GRMZM2G094781	Zm00001ca004382
GRMZM2G050912	Zm00001ca004383
GRMZM2G050867	Zm00001ca004384
GRMZM5G833760	Zm00001ca004385
GRMZM2G704265	Zm00001ca004386
GRMZM2G055243	Zm00001ca004387
GRMZM2G326472	Zm00001ca004388
GRMZM2G069630	Zm00001ca004389
GRMZM2G324248	Zm00001ca004390
GRMZM2G394722	Zm00001ca004391
GRMZM5G857810	Zm00001ca004392
GRMZM2G343917	Zm00001ca004393
GRMZM2G042231	Zm00001ca004394
GRMZM2G048919	Zm00001ca004395
GRMZM2G348666	Zm00001ca004396
GRMZM5G805627	Zm00001ca004397
GRMZM2G033179	Zm00001ca004398
AC202930.4_FG007	Zm00001ca004399
AC202930.4_FG008	Zm00001ca004400
GRMZM2G087635	Zm00001ca004401
GRMZM2G087712	Zm00001ca004402
GRMZM2G087806	Zm00001ca004403
GRMZM2G170927	Zm00001ca004404
GRMZM2G105167	Zm00001ca004405
AC211394.4_FG004	Zm00001ca004406
GRMZM2G049076	Zm00001ca004407
GRMZM2G040689	Zm00001ca004408
GRMZM2G460407	Zm00001ca004409
GRMZM2G117935	Zm00001ca004410
GRMZM2G092975	Zm00001ca004411
GRMZM2G093065	Zm00001ca004412
GRMZM2G175755	Zm00001ca004413
GRMZM2G040382	Zm00001ca004414
GRMZM2G110388	Zm00001ca004415
GRMZM2G063139	Zm00001ca004416
GRMZM2G702390	Zm00001ca004417
GRMZM2G704270	Zm00001ca004418
GRMZM2G446652	Zm00001ca004419
AC215302.3_FG001	Zm00001ca004420
GRMZM2G139973	Zm00001ca004421
GRMZM2G140082	Zm00001ca004422
GRMZM2G162623	Zm00001ca004423
GRMZM2G160730	Zm00001ca004424
GRMZM2G145104	Zm00001ca004425
GRMZM2G704277	Zm00001ca004426
GRMZM2G141288	Zm00001ca004427
GRMZM2G141241	Zm00001ca004428
GRMZM2G141256	Zm00001ca004429
GRMZM2G012041	Zm00001ca004430
GRMZM2G012342	Zm00001ca004431
GRMZM5G889418	Zm00001ca004432
GRMZM5G803308	Zm00001ca004433
GRMZM2G092146	Zm00001ca004434
AC217889.3_FG002	Zm00001ca004435
GRMZM5G875277	Zm00001ca004436
GRMZM5G879065	Zm00001ca004437
zma-MIR171n	Zm00001ca004438
zma-MIR171n	Zm00001ca004439
zma-MIR171n	Zm00001ca004440
GRMZM2G028413	Zm00001ca004441
GRMZM2G329584	Zm00001ca004442
GRMZM2G028604	Zm00001ca004443
GRMZM2G301909	Zm00001ca004444
GRMZM2G065641	Zm00001ca004445
GRMZM5G871709	Zm00001ca004446
GRMZM5G830365	Zm00001ca004447
GRMZM2G104866	Zm00001ca004448
GRMZM2G104347	Zm00001ca004449
GRMZM2G147856	Zm00001ca004450
GRMZM2G071573	Zm00001ca004451
GRMZM2G101693	Zm00001ca004452
GRMZM2G375999	Zm00001ca004453
GRMZM2G074450	Zm00001ca004454
GRMZM2G003718	Zm00001ca004455
GRMZM2G177659	Zm00001ca004456
GRMZM2G168690	Zm00001ca004457
GRMZM2G407631	Zm00001ca004458
GRMZM2G154209	Zm00001ca004459
AC233863.1_FG001	Zm00001ca004460
AC233863.1_FG002	Zm00001ca004461
GRMZM2G398062	Zm00001ca004462
GRMZM5G836767	Zm00001ca004463
GRMZM2G130905	Zm00001ca004464
GRMZM2G089776	Zm00001ca004465
GRMZM2G317801	Zm00001ca004466
GRMZM2G054465	Zm00001ca004467
GRMZM2G704282	Zm00001ca004468
GRMZM5G870753	Zm00001ca004469
GRMZM2G144142	Zm00001ca004470
GRMZM2G443728	Zm00001ca004471
GRMZM2G443715	Zm00001ca004472
GRMZM2G036921	Zm00001ca004473
GRMZM2G179941	Zm00001ca004474
GRMZM2G442489	Zm00001ca004475
GRMZM2G354190	Zm00001ca004476
GRMZM2G121621	Zm00001ca004477
AC203748.3_FG002	Zm00001ca004478
GRMZM2G378836	Zm00001ca004479
GRMZM2G328578	Zm00001ca004480
GRMZM2G029345	Zm00001ca004481
GRMZM2G033480	Zm00001ca004482
GRMZM2G033555	Zm00001ca004483
GRMZM2G034069	Zm00001ca004484
AC212827.3_FG005	Zm00001ca004485
GRMZM2G108570	Zm00001ca004486
GRMZM2G583751	Zm00001ca004487
GRMZM2G166833	Zm00001ca004488
GRMZM2G468439	Zm00001ca004489
GRMZM2G166837	Zm00001ca004490
GRMZM2G468428	Zm00001ca004491
GRMZM2G092493	Zm00001ca004492
GRMZM2G092586	Zm00001ca004493
GRMZM2G025812	Zm00001ca004494
GRMZM5G883993	Zm00001ca004495
AC226445.2_FG002	Zm00001ca004496
GRMZM2G704285	Zm00001ca004497
AC219190.3_FG002	Zm00001ca004498
GRMZM2G334592	Zm00001ca004499
GRMZM2G122447	Zm00001ca004500
GRMZM2G122476	Zm00001ca004501
GRMZM2G104581	Zm00001ca004502
GRMZM2G145294	Zm00001ca004503
GRMZM2G704287	Zm00001ca004504
GRMZM2G305238	Zm00001ca004505
GRMZM2G305244	Zm00001ca004506
GRMZM2G151689	Zm00001ca004507
GRMZM2G180863	Zm00001ca004508
GRMZM2G041022	Zm00001ca004509
GRMZM2G041068	Zm00001ca004510
GRMZM2G507533	Zm00001ca004511
GRMZM2G037485	Zm00001ca004512
AC211933.4_FG001	Zm00001ca004513
GRMZM2G108103	Zm00001ca004514
GRMZM2G108149	Zm00001ca004515
GRMZM2G060290	Zm00001ca004516
GRMZM2G360541	Zm00001ca004517
GRMZM2G518751	Zm00001ca004518
GRMZM2G360523	Zm00001ca004519
GRMZM2G013956	Zm00001ca004520
GRMZM2G378653	Zm00001ca004521
GRMZM2G377123	Zm00001ca004522
GRMZM2G076617	Zm00001ca004523
GRMZM2G143377	Zm00001ca004524
GRMZM2G000566	Zm00001ca004525
GRMZM5G885766	Zm00001ca004526
GRMZM5G836222	Zm00001ca004527
GRMZM2G146523	Zm00001ca004528
GRMZM2G146573	Zm00001ca004529
GRMZM2G146583	Zm00001ca004530
GRMZM2G436344	Zm00001ca004531
GRMZM2G416535	Zm00001ca004532
GRMZM2G065394	Zm00001ca004533
GRMZM2G416875	Zm00001ca004534
GRMZM2G416887	Zm00001ca004535
GRMZM2G114680	Zm00001ca004536
GRMZM2G009633	Zm00001ca004537
GRMZM2G010884	Zm00001ca004538
GRMZM2G010863	Zm00001ca004539
GRMZM2G142735	Zm00001ca004540
GRMZM2G142748	Zm00001ca004541
GRMZM2G306915	Zm00001ca004542
GRMZM2G006790	Zm00001ca004543
GRMZM2G054448	Zm00001ca004544
GRMZM2G373578	Zm00001ca004545
GRMZM2G452896	Zm00001ca004546
GRMZM2G152120	Zm00001ca004547
GRMZM2G152126	Zm00001ca004548
GRMZM2G111677	Zm00001ca004549
GRMZM2G111706	Zm00001ca004550
GRMZM2G111711	Zm00001ca004551
GRMZM2G135300	Zm00001ca004552
AC210199.4_FG003	Zm00001ca004553
GRMZM2G086773	Zm00001ca004554
GRMZM2G086841	Zm00001ca004555
GRMZM2G108477	Zm00001ca004556
GRMZM2G409101	Zm00001ca004557
GRMZM2G409104	Zm00001ca004558
AC210280.4_FG002	Zm00001ca004559
AC233855.1_FG003	Zm00001ca004560
GRMZM5G881123	Zm00001ca004561
GRMZM2G050137	Zm00001ca004562
GRMZM2G108997	Zm00001ca004563
GRMZM2G054093	Zm00001ca004564
GRMZM2G091061	Zm00001ca004565
GRMZM2G398615	Zm00001ca004566
GRMZM2G047376	Zm00001ca004567
GRMZM2G403977	Zm00001ca004568
GRMZM2G104076	Zm00001ca004569
GRMZM2G060311	Zm00001ca004570
GRMZM2G115564	Zm00001ca004571
GRMZM5G856434	Zm00001ca004572
GRMZM5G838420	Zm00001ca004573
GRMZM2G417554	Zm00001ca004574
GRMZM2G465722	Zm00001ca004575
GRMZM2G432722	Zm00001ca004576
GRMZM2G353005	Zm00001ca004577
GRMZM2G111066	Zm00001ca004578
GRMZM2G111082	Zm00001ca004579
GRMZM2G100822	Zm00001ca004580
GRMZM2G030099	Zm00001ca004581
GRMZM2G029856	Zm00001ca004582
GRMZM2G029690	Zm00001ca004583
GRMZM2G326223	Zm00001ca004584
GRMZM2G704308	Zm00001ca004585
GRMZM2G029912	Zm00001ca004586
GRMZM5G863602	Zm00001ca004587
GRMZM2G347931	Zm00001ca004588
GRMZM2G435001	Zm00001ca004589
GRMZM2G031370	Zm00001ca004590
GRMZM2G331040	Zm00001ca004591
GRMZM2G331015	Zm00001ca004592
GRMZM2G501086	Zm00001ca004593
GRMZM2G384661	Zm00001ca004594
GRMZM2G085218	Zm00001ca004595
GRMZM2G085246	Zm00001ca004596
GRMZM2G058162	Zm00001ca004597
GRMZM2G153924	Zm00001ca004598
GRMZM2G397927	Zm00001ca004599
GRMZM5G836827	Zm00001ca004600
GRMZM2G397572	Zm00001ca004601
GRMZM2G008359	Zm00001ca004602
GRMZM2G172357	Zm00001ca004603
GRMZM2G027835	Zm00001ca004604
GRMZM2G028254	Zm00001ca004605
GRMZM2G331766	Zm00001ca004606
GRMZM2G048472	Zm00001ca004607
GRMZM5G807019	Zm00001ca004608
GRMZM2G139082	Zm00001ca004609
GRMZM2G070115	Zm00001ca004610
GRMZM2G341698	Zm00001ca004611
GRMZM2G055320	Zm00001ca004612
GRMZM2G055273	Zm00001ca004613
GRMZM2G057616	Zm00001ca004614
GRMZM2G106357	Zm00001ca004615
GRMZM2G405474	Zm00001ca004616
GRMZM2G151496	Zm00001ca004617
GRMZM2G098423	Zm00001ca004618
GRMZM2G038783	Zm00001ca004619
GRMZM2G338376	Zm00001ca004620
GRMZM2G090266	Zm00001ca004621
GRMZM2G025579	Zm00001ca004622
AC208023.3_FG001	Zm00001ca004623
GRMZM2G350687	Zm00001ca004624
GRMZM5G806779	Zm00001ca004625
GRMZM5G810510	Zm00001ca004626
GRMZM2G074320	Zm00001ca004627
GRMZM2G357825	Zm00001ca004628
GRMZM2G704320	Zm00001ca004629
GRMZM2G103897	Zm00001ca004630
GRMZM2G103900	Zm00001ca004631
GRMZM2G103805	Zm00001ca004632
GRMZM5G873142	Zm00001ca004633
zma-MIR169r	Zm00001ca004634
zma-MIR169r	Zm00001ca004635
zma-MIR169r	Zm00001ca004636
GRMZM2G103647	Zm00001ca004637
GRMZM2G029407	Zm00001ca004638
GRMZM2G157115	Zm00001ca004639
GRMZM2G095333	Zm00001ca004640
GRMZM2G095337	Zm00001ca004641
GRMZM2G095287	Zm00001ca004642
GRMZM2G095302	Zm00001ca004643
GRMZM2G115660	Zm00001ca004644
GRMZM2G383093	Zm00001ca004645
GRMZM2G081671	Zm00001ca004646
GRMZM2G090849	Zm00001ca004647
GRMZM2G151734	Zm00001ca004648
GRMZM2G109966	Zm00001ca004649
GRMZM2G410443	Zm00001ca004650
GRMZM2G151406	Zm00001ca004651
GRMZM2G404702	Zm00001ca004652
GRMZM2G174444	Zm00001ca004653
GRMZM5G842855	Zm00001ca004654
GRMZM2G333049	Zm00001ca004655
GRMZM5G827042	Zm00001ca004656
GRMZM2G124421	Zm00001ca004657
GRMZM2G451746	Zm00001ca004658
GRMZM2G009724	Zm00001ca004659
GRMZM2G308799	Zm00001ca004660
GRMZM2G308884	Zm00001ca004661
GRMZM2G110408	Zm00001ca004662
GRMZM2G110646	Zm00001ca004663
GRMZM2G110822	Zm00001ca004664
GRMZM2G170148	Zm00001ca004665
GRMZM2G472077	Zm00001ca004666
GRMZM2G472087	Zm00001ca004667
AC212747.3_FG005	Zm00001ca004668
GRMZM2G156648	Zm00001ca004669
GRMZM2G313162	Zm00001ca004670
GRMZM2G083980	Zm00001ca004671
GRMZM2G084037	Zm00001ca004672
GRMZM2G465383	Zm00001ca004673
GRMZM5G822313	Zm00001ca004674
GRMZM2G454449	Zm00001ca004675
GRMZM2G017739	Zm00001ca004676
GRMZM2G017685	Zm00001ca004677
GRMZM2G316073	Zm00001ca004678
GRMZM2G173871	Zm00001ca004679
GRMZM2G475594	Zm00001ca004680
GRMZM5G856681	Zm00001ca004681
AC206168.2_FG003	Zm00001ca004682
GRMZM2G067450	Zm00001ca004683
AC206273.3_FG004	Zm00001ca004684
GRMZM2G170716	Zm00001ca004685
GRMZM2G304403	Zm00001ca004686
GRMZM2G049288	Zm00001ca004687
GRMZM2G049229	Zm00001ca004688
GRMZM2G349376	Zm00001ca004689
GRMZM2G134045	Zm00001ca004690
GRMZM5G845782	Zm00001ca004691
GRMZM5G873706	Zm00001ca004692
AC216730.2_FG005	Zm00001ca004693
GRMZM2G447056	Zm00001ca004694
GRMZM2G093270	Zm00001ca004695
AC234158.1_FG005	Zm00001ca004696
GRMZM2G704333	Zm00001ca004697
GRMZM2G704335	Zm00001ca004698
GRMZM5G812289	Zm00001ca004699
AC226736.2_FG002	Zm00001ca004700
GRMZM2G473104	Zm00001ca004701
GRMZM2G144245	Zm00001ca004702
GRMZM2G131667	Zm00001ca004703
GRMZM2G161760	Zm00001ca004704
GRMZM2G134731	Zm00001ca004705
GRMZM2G134844	Zm00001ca004706
AC225193.3_FG003	Zm00001ca004707
AC225193.3_FG004	Zm00001ca004708
GRMZM2G556522	Zm00001ca004709
GRMZM6G445841	Zm00001ca004710
GRMZM2G099337	Zm00001ca004711
GRMZM2G399396	Zm00001ca004712
GRMZM2G007754	Zm00001ca004713
GRMZM2G001131	Zm00001ca004714
GRMZM2G054634	Zm00001ca004715
GRMZM2G144730	Zm00001ca004716
GRMZM2G446213	Zm00001ca004717
AC203956.3_FG004	Zm00001ca004718
GRMZM2G144818	Zm00001ca004719
GRMZM2G144841	Zm00001ca004720
GRMZM2G138429	Zm00001ca004721
AC203571.3_FG001	Zm00001ca004722
AC203571.3_FG007	Zm00001ca004723
GRMZM2G116327	Zm00001ca004724
GRMZM2G116452	Zm00001ca004725
GRMZM2G368765	Zm00001ca004726
GRMZM2G103169	Zm00001ca004727
GRMZM2G103236	Zm00001ca004728
GRMZM2G110988	Zm00001ca004729
GRMZM5G842348	Zm00001ca004730
GRMZM5G836389	Zm00001ca004731
GRMZM2G363789	Zm00001ca004732
AC190587.3_FG005	Zm00001ca004733
GRMZM2G331105	Zm00001ca004734
GRMZM2G095219	Zm00001ca004735
GRMZM2G035712	Zm00001ca004736
GRMZM2G035749	Zm00001ca004737
GRMZM2G035928	Zm00001ca004738
GRMZM2G339725	Zm00001ca004739
GRMZM2G704345	Zm00001ca004740
GRMZM2G148180	Zm00001ca004741
GRMZM2G148216	Zm00001ca004742
GRMZM2G042576	Zm00001ca004743
GRMZM2G015324	Zm00001ca004744
GRMZM2G428470	Zm00001ca004745
GRMZM2G150489	Zm00001ca004746
GRMZM2G028796	Zm00001ca004747
GRMZM2G704347	Zm00001ca004748
GRMZM2G093880	Zm00001ca004749
GRMZM2G125513	Zm00001ca004750
GRMZM2G067734	Zm00001ca004751
GRMZM2G368610	Zm00001ca004752
GRMZM2G040991	Zm00001ca004753
GRMZM2G041125	Zm00001ca004754
GRMZM2G025133	Zm00001ca004755
GRMZM2G119079	Zm00001ca004756
GRMZM2G119146	Zm00001ca004757
GRMZM2G069807	Zm00001ca004758
GRMZM5G843478	Zm00001ca004759
GRMZM2G076852	Zm00001ca004760
GRMZM2G034061	Zm00001ca004761
GRMZM2G034110	Zm00001ca004762
GRMZM2G048854	Zm00001ca004763
GRMZM2G169200	Zm00001ca004764
GRMZM5G889719	Zm00001ca004765
GRMZM5G818887	Zm00001ca004766
GRMZM2G004483	Zm00001ca004767
GRMZM2G004516	Zm00001ca004768
GRMZM2G004544	Zm00001ca004769
GRMZM2G473310	Zm00001ca004770
GRMZM2G101058	Zm00001ca004771
GRMZM2G704352	Zm00001ca004772
GRMZM2G101007	Zm00001ca004773
GRMZM2G316827	Zm00001ca004774
GRMZM2G013002	Zm00001ca004775
GRMZM2G013671	Zm00001ca004776
GRMZM2G082520	Zm00001ca004777
GRMZM2G059785	Zm00001ca004778
GRMZM2G073260	Zm00001ca004779
GRMZM5G806268	Zm00001ca004780
GRMZM5G874373	Zm00001ca004781
GRMZM2G094990	Zm00001ca004782
GRMZM2G315786	Zm00001ca004783
AC191253.3_FG004	Zm00001ca004784
GRMZM2G152214	Zm00001ca004785
GRMZM2G026952	Zm00001ca004786
GRMZM2G026889	Zm00001ca004787
GRMZM2G409265	Zm00001ca004788
GRMZM2G108668	Zm00001ca004789
GRMZM2G108619	Zm00001ca004790
GRMZM2G409245	Zm00001ca004791
GRMZM2G178546	Zm00001ca004792
GRMZM2G477685	Zm00001ca004793
GRMZM2G477697	Zm00001ca004794
GRMZM2G027167	Zm00001ca004795
GRMZM2G027221	Zm00001ca004796
GRMZM2G106324	Zm00001ca004797
AC191421.3_FG001	Zm00001ca004798
AC234161.1_FG001	Zm00001ca004799
AC234161.1_FG002	Zm00001ca004800
AC234161.1_FG009	Zm00001ca004801
AC234161.1_FG010	Zm00001ca004802
GRMZM2G117949	Zm00001ca004803
GRMZM2G117956	Zm00001ca004804
GRMZM2G117999	Zm00001ca004805
